ITEM,ZONE_ID,SELLING_RETAIL,SIMPLE_PROMO_RETAIL,P1_COMP1_DISPLAY_ID,P1_COMP2_DISPLAY_ID,P2_COMP1_DISPLAY_ID,P2_COMP2_DISPLAY_ID
067363562,5,1,1,,,,
067527916,5,1,1,,,,
067527922,5,1,1,,,,
067493131,5,1,1,,,,
067331116,5,1,1,,,,
067493160,5,1,1,,,,
067331139,5,1,1,,,,
067331122,5,1,1,,,,
067331106,5,1,1,,,,
071676606,5,6,6,,,,
053339607,5,2,2,,,,
053409387,5,2,2,,,,
072061791,5,6,6,,,,
072061819,5,7,7,,,,
072061825,5,7,7,,,,
072061831,5,7,7,,,,
072312190,5,6,6,,,,
072312201,5,6,6,,,,
072312218,5,7,7,,,,
071107584,5,4,4,,,,
071459754,5,4,4,,,,
071107573,5,4,4,,,,
071107544,5,4,4,,,,
071107596,5,4,4,,,,
071108318,5,3,3,,,,
071107394,5,3,3,,,,
071295711,5,3,3,,,,
071099114,5,3,3,,,,
071295734,5,3,3,,,,
068292806,5,3,3,,,,
068292766,5,3,3,,,,
071107400,5,3,3,,,,
071090688,5,3,3,,,,
071115804,5,3,3,,,,
071115816,5,3,3,,,,
071295705,5,3,3,,,,
071154101,5,3,3,,,,
071099166,5,3,3,,,,
071108278,5,3,3,,,,
071531006,5,3,3,,,,
071295728,5,3,3,,,,
071115868,5,3,3,,,,
071154090,5,3,3,,,,
068292782,5,3,3,,,,
071099172,5,3,3,,,,
071099143,5,3,3,,,,
068292799,5,3,3,,,,
067617996,5,0,0,,,,
067493004,5,0,0,,,,
066945578,5,0,0,,,,
067855936,5,0,0,,,,
067855752,5,0,0,,,,
067834685,5,0,0,,,,
067620523,5,0,0,,,,
067660826,5,0,0,,,,
068169917,5,0,0,,,,
067832936,5,0,0,,,,
067659604,5,0,0,,,,
067595736,5,0,0,,,,
070905972,5,0,0,,,,
067367794,5,0,0,,,,
070905724,5,0,0,,,,
067661249,5,0,0,,,,
067526883,5,0,0,,,,
067757528,5,0,0,,,,
067526998,5,0,0,,,,
067612533,5,0,0,,,,
067595726,5,0,0,,,,
067526946,5,0,0,,,,
067855746,5,0,0,,,,
067831233,5,0,0,,,,
067659627,5,0,0,,,,
067526877,5,0,0,,,,
067834679,5,0,0,,,,
067612527,5,0,0,,,,
067831786,5,0,0,,,,
067757442,5,0,0,,,,
068170114,5,0,0,,,,
067660803,5,0,0,,,,
067855965,5,0,0,,,,
067484499,5,0,0,,,,
068170108,5,0,0,,,,
068170080,5,0,0,,,,
067831246,5,0,0,,,,
067526854,5,0,0,,,,
067240650,5,0,0,,,,
067855850,5,0,0,,,,
067834691,5,0,0,,,,
068169946,5,0,0,,,,
067654172,5,0,0,,,,
067834725,5,0,0,,,,
067240621,5,0,0,,,,
067612510,5,0,0,,,,
067658657,5,0,0,,,,
067484516,5,0,0,,,,
070905753,5,0,0,,,,
068170045,5,0,0,,,,
067659593,5,0,0,,,,
068169975,5,0,0,,,,
067855867,5,0,0,,,,
067757511,5,0,0,,,,
066945561,5,0,0,,,,
067620536,5,0,0,,,,
067848225,5,0,0,,,,
067658676,5,0,0,,,,
067855959,5,0,0,,,,
067660786,5,0,0,,,,
067832923,5,0,0,,,,
067620517,5,0,0,,,,
067617983,5,0,0,,,,
067896582,5,0,0,,,,
067855696,5,0,0,,,,
068145940,5,0,0,,,,
068169981,5,0,0,,,,
068145992,5,0,0,,,,
067617977,5,0,0,,,,
067595742,5,0,0,,,,
067831734,5,0,0,,,,
067757465,5,0,0,,,,
067848254,5,0,0,,,,
067659587,5,0,0,,,,
067660792,5,0,0,,,,
067848231,5,0,0,,,,
068169936,5,0,0,,,,
067526860,5,0,0,,,,
067848219,5,0,0,,,,
067367771,5,0,0,,,,
067855844,5,0,0,,,,
067484482,5,0,0,,,,
068170074,5,0,0,,,,
067484506,5,0,0,,,,
067835576,5,0,0,,,,
068145976,5,0,0,,,,
068092916,5,0,0,,,,
067612562,5,0,0,,,,
068043703,5,0,0,,,,
067617960,5,0,0,,,,
067855926,5,0,0,,,,
067661232,5,0,0,,,,
067493010,5,0,0,,,,
068145986,5,0,0,,,,
067526952,5,0,0,,,,
067659570,5,0,0,,,,
067757534,5,0,0,,,,
067855717,5,0,0,,,,
067654137,5,0,0,,,,
068169969,5,0,0,,,,
066945555,5,0,0,,,,
068043676,5,0,0,,,,
070905747,5,0,0,,,,
067757563,5,0,0,,,,
067855493,5,0,0,,,,
067896599,5,0,0,,,,
067493033,5,0,0,,,,
067832896,5,0,0,,,,
067832946,5,0,0,,,,
068186165,5,0,0,,,,
068092840,5,0,0,,,,
067757540,5,0,0,,,,
066831488,5,0,0,,,,
067855886,5,0,0,,,,
067835373,5,0,0,,,,
067526969,5,0,0,,,,
067835563,5,0,0,,,,
067855988,5,0,0,,,,
067526896,5,0,0,,,,
067835350,5,0,0,,,,
067855907,5,0,0,,,,
067834719,5,0,0,,,,
066945549,5,0,0,,,,
067835396,5,0,0,,,,
067240615,5,0,0,,,,
067855683,5,0,0,,,,
067620477,5,0,0,,,,
070905954,5,0,0,,,,
067620500,5,0,0,,,,
068043663,5,0,0,,,,
067658663,5,0,0,,,,
068186126,5,0,0,,,,
068311087,5,0,0,,,,
067612546,5,0,0,,,,
067367805,5,0,0,,,,
067620483,5,0,0,,,,
068169952,5,0,0,,,,
067526975,5,0,0,,,,
067757426,5,0,0,,,,
067493062,5,0,0,,,,
067240667,5,0,0,,,,
066945532,5,0,0,,,,
067612556,5,0,0,,,,
068170448,5,0,0,,,,
067658628,5,0,0,,,,
072320404,5,8,8,,,,
072320370,5,8,8,,,,
072928360,5,7,7,,,,
072928377,5,7,7,,,,
072928319,5,6,6,,,,
072928331,5,7,7,,,,
071833398,5,4,4,,,,
072966141,5,7,7,,,,
072966187,5,7,7,,,,
072966204,5,7,7,,,,
072966043,5,7,7,,,,
072966014,5,7,7,,,,
072965954,5,6,6,,,,
072965977,5,7,7,,,,
072965994,5,7,7,,,,
072966066,5,6,6,,,,
072966089,5,7,7,,,,
072966095,5,7,7,,,,
072966285,5,7,7,,,,
072966227,5,6,6,,,,
072966233,5,6,6,,,,
072966256,5,7,7,,,,
072966262,5,7,7,,,,
072966008,5,7,7,,,,
071833334,5,4,4,,,,
071833409,5,4,4,,,,
073001280,5,12,12,,,,
073037928,5,6,6,,,,
073037934,5,6,6,,,,
073037940,5,7,7,,,,
073037986,5,7,7,,,,
073072465,5,7,7,,,,
073072471,5,7,7,,,,
073072505,5,7,7,,,,
073072436,5,7,7,,,,
073071086,5,7,7,,,,
073071092,5,7,7,,,,
071770523,5,2,2,,,,
071493396,5,2,2,,,,
071770546,5,2,2,,,,
071770494,5,2,2,,,,
071493384,5,2,2,,,,
071493373,5,2,2,,,,
071770552,5,2,2,,,,
073158013,5,6,6,,,,
073158024,5,6,6,,,,
073158036,5,7,7,,,,
073159346,5,7,7,,,,
073159283,5,6,6,,,,
073159294,5,7,7,,,,
073159317,5,7,7,,,,
073213184,5,10,10,,,,
073213224,5,12,12,,,,
073213236,5,12,12,,,,
073212502,5,7,7,,,,
073212519,5,7,7,,,,
073212462,5,7,7,,,,
073212485,5,6,6,,,,
073212491,5,6,6,,,,
073213414,5,6,6,,,,
073213426,5,7,7,,,,
073213461,5,7,7,,,,
073213144,5,8,8,,,,
073213098,5,7,7,,,,
073213109,5,7,7,,,,
073212675,5,12,12,,,,
073212698,5,12,12,,,,
067129800,5,0,0,,,,
067756345,5,0,0,,,,
067023268,5,0,0,,,,
066313785,5,0,0,,,,
066774181,5,0,0,,,,
066313746,5,0,0,,,,
066778643,5,0,0,,,,
066313756,5,0,0,,,,
067194018,5,0,0,,,,
066779331,5,0,0,,,,
066778614,5,0,0,,,,
066830996,5,0,0,,,,
066313762,5,0,0,,,,
066313733,5,0,0,,,,
067748758,5,0,0,,,,
067756299,5,0,0,,,,
067193970,5,0,0,,,,
067128716,5,0,0,,,,
066774215,5,0,0,,,,
065911787,5,0,0,,,,
067129846,5,0,0,,,,
067154389,5,0,0,,,,
066779302,5,0,0,,,,
066774221,5,0,0,,,,
067748787,5,0,0,,,,
067122807,5,0,0,,,,
066269785,5,0,0,,,,
067193964,5,0,0,,,,
066033799,5,0,0,,,,
067129466,5,0,0,,,,
067795816,5,0,0,,,,
064587486,5,0,0,,,,
067748764,5,0,0,,,,
066975784,5,0,0,,,,
067023308,5,0,0,,,,
067128761,5,0,0,,,,
065932658,5,0,0,,,,
065932687,5,0,0,,,,
066830986,5,0,0,,,,
066779020,5,0,0,,,,
067122813,5,0,0,,,,
066975790,5,0,0,,,,
067128922,5,0,0,,,,
066774198,5,0,0,,,,
065932693,5,0,0,,,,
067129420,5,0,0,,,,
066779319,5,0,0,,,,
065932664,5,0,0,,,,
067023280,5,0,0,,,,
067122773,5,0,0,,,,
065932670,5,0,0,,,,
067128916,5,0,0,,,,
067795822,5,0,0,,,,
067128726,5,0,0,,,,
066774169,5,0,0,,,,
066831004,5,0,0,,,,
065933254,5,0,0,,,,
067194001,5,0,0,,,,
065933277,5,0,0,,,,
067023274,5,0,0,,,,
067795839,5,0,0,,,,
067193993,5,0,0,,,,
066975801,5,0,0,,,,
067129472,5,0,0,,,,
053409272,5,0,0,,,,
067154366,5,0,0,,,,
067154337,5,0,0,,,,
065932704,5,0,0,,,,
066975778,5,0,0,,,,
065911827,5,0,0,,,,
065933260,5,0,0,,,,
073277943,5,5,5,,,,
066179782,5,0,0,,,,
067123426,5,0,0,,,,
067123432,5,0,0,,,,
066627500,5,0,0,,,,
066022806,5,0,0,,,,
066627523,5,0,0,,,,
071327934,5,0,0,,,,
071327911,5,0,0,,,,
068279038,5,0,0,,,,
066511815,5,0,0,,,,
068279067,5,0,0,,,,
068282045,5,0,0,,,,
066167721,5,0,0,,,,
073351020,5,7,7,,,,
073351037,5,8,8,,,,
073351043,5,8,8,,,,
073351054,5,8,8,,,,
073351072,5,8,8,,,,
053200909,5,0,0,,,,
072117634,5,3,3,,,,
072117640,5,3,3,,,,
072117663,5,3,3,,,,
066511838,5,0,0,,,,
071210611,5,0,0,,,,
068280295,5,0,0,,,,
068280289,5,0,0,,,,
064582831,5,0,0,,,,
066453630,5,0,0,,,,
068286542,5,0,0,,,,
068171666,5,0,0,,,,
067092415,5,0,0,,,,
066511821,5,0,0,,,,
068171637,5,0,0,,,,
068286513,5,0,0,,,,
067092421,5,0,0,,,,
068282327,5,0,0,,,,
065603904,5,0,0,,,,
068286536,5,0,0,,,,
068282022,5,0,0,,,,
068282039,5,0,0,,,,
053201246,5,0,0,,,,
066022772,5,0,0,,,,
068280272,5,0,0,,,,
066022812,5,0,0,,,,
068286526,5,0,0,,,,
068286571,5,0,0,,,,
068282270,5,0,0,,,,
068279044,5,0,0,,,,
064582877,5,0,0,,,,
071210628,5,0,0,,,,
068279086,5,0,0,,,,
068286588,5,0,0,,,,
067123478,5,0,0,,,,
068279073,5,0,0,,,,
066453647,5,0,0,,,,
064582860,5,0,0,,,,
068171689,5,0,0,,,,
068282304,5,0,0,,,,
068171672,5,0,0,,,,
068282258,5,0,0,,,,
066022795,5,0,0,,,,
064053676,5,0,0,,,,
068286559,5,0,0,,,,
071459720,5,3,3,,,,
071459714,5,3,3,,,,
072006190,5,2,2,,,,
071633807,5,3,3,,,,
072457179,5,2,2,,,,
072057894,5,2,2,,,,
073500023,5,7,7,,,,
073500034,5,7,7,,,,
073500052,5,8,8,,,,
073500075,5,8,8,,,,
073500081,5,8,8,,,,
073499559,5,6,6,,,,
073499565,5,6,6,,,,
073499594,5,7,7,,,,
073499536,5,7,7,,,,
073499467,5,7,7,,,,
073499496,5,7,7,,,,
071770621,5,2,2,,,,
072057917,5,2,2,,,,
072457156,5,2,2,,,,
072006224,5,2,2,,,,
072006011,5,2,2,,,,
072006028,5,2,2,,,,
072057946,5,2,2,,,,
071633796,5,3,3,,,,
071770569,5,2,2,,,,
071633773,5,3,3,,,,
072006034,5,2,2,,,,
071770759,5,4,4,,,,
071770794,5,4,4,,,,
072006178,5,2,2,,,,
072563744,5,2,2,,,,
072057923,5,2,2,,,,
072563721,5,2,2,,,,
071633767,5,3,3,,,,
072328851,5,4,4,,,,
071770771,5,4,4,,,,
072006005,5,2,2,,,,
071770765,5,4,4,,,,
072006161,5,2,2,,,,
072006184,5,2,2,,,,
072563750,5,2,2,,,,
072062922,5,2,2,,,,
072457162,5,2,2,,,,
072006040,5,2,2,,,,
071633750,5,3,3,,,,
071770581,5,2,2,,,,
072005997,5,2,2,,,,
073517464,5,7,7,,,,
073558260,5,7,7,,,,
073580468,5,7,7,,,,
073580508,5,6,6,,,,
073580704,5,6,6,,,,
073580727,5,7,7,,,,
073580744,5,7,7,,,,
073580756,5,7,7,,,,
073600567,5,6,6,,,,
073600573,5,6,6,,,,
073600607,5,7,7,,,,
073600624,5,7,7,,,,
073700443,5,7,7,,,,
073700454,5,7,7,,,,
073700466,5,7,7,,,,
073700472,5,7,7,,,,
073702683,5,8,8,,,,
073702677,5,7,7,,,,
073700351,5,6,6,,,,
073700368,5,7,7,,,,
073700397,5,7,7,,,,
073700408,5,7,7,,,,
073702942,5,7,7,,,,
073702965,5,7,7,,,,
073702971,5,7,7,,,,
073702936,5,7,7,,,,
073702458,5,12,12,,,,
073702429,5,10,10,,,,
073702441,5,12,12,,,,
073703048,5,7,7,,,,
073703060,5,7,7,,,,
072627883,5,3,3,,,,
072320272,5,3,3,,,,
072627854,5,3,3,,,,
072627606,5,3,3,,,,
072280525,5,3,3,,,,
072280560,5,3,3,,,,
072280554,5,3,3,,,,
072627416,5,3,3,,,,
072320456,5,3,3,,,,
072320491,5,3,3,,,,
072755615,5,3,3,,,,
072312184,5,3,3,,,,
072755581,5,3,3,,,,
072279758,5,3,3,,,,
072606165,5,3,3,,,,
072280548,5,3,3,,,,
072627566,5,3,3,,,,
072627404,5,3,3,,,,
072627445,5,3,3,,,,
072320335,5,3,3,,,,
072591981,5,3,3,,,,
072627497,5,3,3,,,,
072320289,5,3,3,,,,
072606188,5,3,3,,,,
072627013,5,3,3,,,,
072320341,5,3,3,,,,
072627589,5,3,3,,,,
072279770,5,3,3,,,,
072755575,5,3,3,,,,
072312161,5,3,3,,,,
072280168,5,3,3,,,,
072627514,5,3,3,,,,
072627831,5,3,3,,,,
072279741,5,3,3,,,,
072627474,5,3,3,,,,
072755621,5,3,3,,,,
072627537,5,3,3,,,,
072591923,5,3,3,,,,
072280145,5,3,3,,,,
072591946,5,3,3,,,,
072320295,5,3,3,,,,
072280139,5,3,3,,,,
073844347,5,7,7,,,,
073844324,5,7,7,,,,
073874829,5,7,7,,,,
073874835,5,7,7,,,,
073929962,5,7,7,,,,
073953362,5,7,7,,,,
073953344,5,6,6,,,,
073953356,5,7,7,,,,
073961790,5,7,7,,,,
073961801,5,7,7,,,,
073961755,5,7,7,,,,
073961761,5,7,7,,,,
073961778,5,7,7,,,,
074001399,5,6,6,,,,
074001404,5,6,6,,,,
074001445,5,7,7,,,,
074002012,5,15,15,,,,
074001981,5,14,14,,,,
074001998,5,14,14,,,,
074002035,5,15,15,,,,
074002041,5,15,15,,,,
074006630,5,7,7,,,,
074006590,5,7,7,,,,
074006601,5,7,7,,,,
074006941,5,6,6,,,,
074007001,5,7,7,,,,
074006964,5,7,7,,,,
074006987,5,7,7,,,,
074007064,5,7,7,,,,
074007024,5,6,6,,,,
074007082,5,7,7,,,,
074007030,5,6,6,,,,
074007047,5,7,7,,,,
074006653,5,6,6,,,,
074006664,5,6,6,,,,
074006699,5,7,7,,,,
074006704,5,7,7,,,,
074006716,5,7,7,,,,
074006768,5,7,7,,,,
074006745,5,6,6,,,,
074007623,5,6,6,,,,
074007675,5,7,7,,,,
074060190,5,10,10,,,,
074060201,5,10,10,,,,
074060218,5,12,12,,,,
074060253,5,12,12,,,,
072966423,5,4,4,,,,
073482020,5,4,4,,,,
073279503,5,4,4,,,,
073279486,5,4,4,,,,
072966446,5,4,4,,,,
073132147,5,4,4,,,,
072565166,5,3,3,,,,
072565154,5,3,3,,,,
072966434,5,4,4,,,,
073198253,5,4,4,,,,
073522129,5,4,4,,,,
073450778,5,4,4,,,,
073198264,5,4,4,,,,
073279526,5,4,4,,,,
073512896,5,4,4,,,,
073132182,5,4,4,,,,
073279578,5,4,4,,,,
073417335,5,4,4,,,,
073001354,5,3,3,,,,
073198218,5,4,4,,,,
073279532,5,4,4,,,,
073198282,5,4,4,,,,
073450790,5,4,4,,,,
073001366,5,3,3,,,,
073198230,5,4,4,,,,
073198178,5,4,4,,,,
073198155,5,4,4,,,,
072565534,5,4,4,,,,
073109821,5,4,4,,,,
073198247,5,4,4,,,,
073109850,5,4,4,,,,
073158347,5,4,4,,,,
072565108,5,3,3,,,,
073512907,5,4,4,,,,
073511367,5,4,4,,,,
073109844,5,4,4,,,,
073158382,5,4,4,,,,
072565500,5,4,4,,,,
072966400,5,4,4,,,,
072565120,5,3,3,,,,
072565143,5,3,3,,,,
066512025,5,0,0,,,,
066512019,5,0,0,,,,
073109884,5,4,4,,,,
072078408,5,0,0,,,,
072472696,5,0,0,,,,
071809641,5,0,0,,,,
072530144,5,0,0,,,,
072472978,5,0,0,,,,
072433259,5,0,0,,,,
072441877,5,0,0,,,,
072466842,5,0,0,,,,
072434477,5,0,0,,,,
072441934,5,0,0,,,,
072441900,5,0,0,,,,
072259137,5,0,0,,,,
072063161,5,0,0,,,,
072452144,5,0,0,,,,
072058191,5,0,0,,,,
071458750,5,0,0,,,,
072061744,5,0,0,,,,
072063218,5,0,0,,,,
072472736,5,0,0,,,,
072058352,5,0,0,,,,
071809779,5,0,0,,,,
072441825,5,0,0,,,,
072063184,5,0,0,,,,
072529170,5,0,0,,,,
072466859,5,0,0,,,,
072466824,5,0,0,,,,
072472932,5,0,0,,,,
072529193,5,0,0,,,,
072530167,5,0,0,,,,
072472713,5,0,0,,,,
072529849,5,0,0,,,,
072529538,5,0,0,,,,
072441710,5,0,0,,,,
072058334,5,0,0,,,,
072472961,5,0,0,,,,
072259114,5,0,0,,,,
071458807,5,0,0,,,,
072452138,5,0,0,,,,
072061900,5,0,0,,,,
072061894,5,0,0,,,,
072452121,5,0,0,,,,
072368578,5,0,0,,,,
072529204,5,0,0,,,,
072061733,5,0,0,,,,
071809664,5,0,0,,,,
071809658,5,0,0,,,,
072529544,5,0,0,,,,
072259016,5,0,0,,,,
072063178,5,0,0,,,,
073511494,5,4,4,,,,
072258887,5,0,0,,,,
072258893,5,0,0,,,,
071809756,5,0,0,,,,
072058185,5,0,0,,,,
072529832,5,0,0,,,,
072466871,5,0,0,,,,
072441733,5,0,0,,,,
072529573,5,0,0,,,,
072258870,5,0,0,,,,
072441762,5,0,0,,,,
072259004,5,0,0,,,,
072529826,5,0,0,,,,
072441779,5,0,0,,,,
071809612,5,0,0,,,,
072058219,5,0,0,,,,
072058202,5,0,0,,,,
071809635,5,0,0,,,,
072530150,5,0,0,,,,
074149276,5,7,7,,,,
074149282,5,7,7,,,,
074149299,5,7,7,,,,
074149322,5,7,7,,,,
074205832,5,7,7,,,,
073450156,5,4,4,,,,
073450559,5,6,6,,,,
074316361,5,13,13,,,,
074316384,5,13,13,,,,
074316522,5,6,6,,,,
074316580,5,7,7,,,,
074316539,5,6,6,,,,
074316545,5,7,7,,,,
074316574,5,7,7,,,,
074316349,5,12,12,,,,
074314962,5,9,9,,,,
074314956,5,8,8,,,,
074316804,5,6,6,,,,
074316810,5,6,6,,,,
074316833,5,7,7,,,,
074316862,5,7,7,,,,
073070818,5,7,7,,,,
073070876,5,7,7,,,,
074316729,5,6,6,,,,
074316735,5,7,7,,,,
074316764,5,7,7,,,,
074316770,5,7,7,,,,
073070853,5,7,7,,,,
073450133,5,4,4,,,,
073450542,5,6,6,,,,
073450162,5,4,4,,,,
073070847,5,7,7,,,,
072965948,5,6,6,,,,
073070830,5,7,7,,,,
073070824,5,7,7,,,,
072965879,5,6,6,,,,
074336573,5,12,12,,,,
074336544,5,12,12,,,,
074336584,5,12,12,,,,
074365054,5,8,8,,,,
074365060,5,8,8,,,,
074365077,5,8,8,,,,
074405146,5,7,7,,,,
053188094,5,2,2,,,,
063642837,5,3,3,,,,
063642856,5,3,3,,,,
063642895,5,4,4,,,,
063642906,5,4,4,,,,
065486287,5,0,0,,,,
065597075,5,0,0,,,,
068360805,5,0,0,,,,
067230691,5,0,0,,,,
067230420,5,0,0,,,,
067230437,5,0,0,,,,
067230506,5,0,0,,,,
067230564,5,0,0,,,,
067230587,5,0,0,,,,
068360794,5,0,0,,,,
067230679,5,0,0,,,,
067230535,5,0,0,,,,
065621099,5,0,0,,,,
068360828,5,0,0,,,,
067230414,5,0,0,,,,
067230656,5,0,0,,,,
067230456,5,0,0,,,,
068360765,5,0,0,,,,
067230662,5,0,0,,,,
067230558,5,0,0,,,,
065948415,5,1,1,,,,
065948438,5,1,1,,,,
066218184,5,18,18,,,,
066135949,5,0,0,,,,
066135984,5,0,0,,,,
066135932,5,0,0,,,,
066135961,5,0,0,,,,
066582920,5,0,0,,,,
066582966,5,0,0,,,,
066582956,5,0,0,,,,
066245826,5,0,0,,,,
066245865,5,0,0,,,,
066521890,5,0,0,,,,
066245859,5,0,0,,,,
066245871,5,0,0,,,,
066663548,5,0,0,,,,
066209304,5,0,0,,,,
066209241,5,0,0,,,,
066209258,5,0,0,,,,
066209310,5,0,0,,,,
066521878,5,0,0,,,,
066521884,5,0,0,,,,
066245813,5,0,0,,,,
067489027,5,1,1,,,,
067472087,5,1,1,,,,
067472035,5,1,1,,,,
067489010,5,1,1,,,,
067488986,5,1,1,,,,
067489033,5,1,1,,,,
067488996,5,1,1,,,,
067488973,5,1,1,,,,
071485855,5,3,3,,,,
071081555,5,4,4,,,,
071081561,5,4,4,,,,
071485930,5,3,3,,,,
071081549,5,4,4,,,,
071081584,5,4,4,,,,
071485884,5,3,3,,,,
071485890,5,3,3,,,,
071081532,5,4,4,,,,
071485924,5,3,3,,,,
071260712,5,3,3,,,,
071260735,5,3,3,,,,
071260729,5,3,3,,,,
071089656,5,2,2,,,,
071260689,5,3,3,,,,
071089633,5,2,2,,,,
071089691,5,2,2,,,,
071260695,5,3,3,,,,
071260672,5,3,3,,,,
071260758,5,3,3,,,,
071260741,5,3,3,,,,
071089685,5,2,2,,,,
071089679,5,2,2,,,,
072312633,5,7,7,,,,
072312644,5,8,8,,,,
072312627,5,7,7,,,,
072312604,5,7,7,,,,
072312593,5,7,7,,,,
072562630,5,8,8,,,,
072562653,5,6,6,,,,
072562664,5,6,6,,,,
072562676,5,6,6,,,,
072562682,5,7,7,,,,
072562716,5,7,7,,,,
072562722,5,7,7,,,,
067897304,5,0,0,,,,
067154798,5,0,0,,,,
067632136,5,0,0,,,,
067632123,5,0,0,,,,
067632077,5,0,0,,,,
067154752,5,0,0,,,,
067154723,5,0,0,,,,
067632146,5,0,0,,,,
067632060,5,0,0,,,,
067897258,5,0,0,,,,
067897293,5,0,0,,,,
067154717,5,0,0,,,,
067897241,5,0,0,,,,
071418078,5,2,2,,,,
071427994,5,1,1,,,,
071418118,5,2,2,,,,
071418061,5,2,2,,,,
071428014,5,1,1,,,,
071427983,5,1,1,,,,
071428008,5,1,1,,,,
071428054,5,1,1,,,,
071418130,5,2,2,,,,
071428066,5,1,1,,,,
071418084,5,2,2,,,,
067142186,5,0,0,,,,
067142144,5,0,0,,,,
066887577,5,0,0,,,,
065292585,5,0,0,,,,
065291943,5,0,0,,,,
066887596,5,0,0,,,,
065291557,5,0,0,,,,
065291442,5,0,0,,,,
066935354,5,0,0,,,,
067142173,5,0,0,,,,
065947226,5,0,0,,,,
066935383,5,0,0,,,,
066935331,5,0,0,,,,
068282546,5,0,0,,,,
068281795,5,0,0,,,,
068282581,5,0,0,,,,
065948450,5,0,0,,,,
065948467,5,0,0,,,,
066850223,5,0,0,,,,
068186810,5,0,0,,,,
066850298,5,0,0,,,,
065946816,5,0,0,,,,
068280066,5,0,0,,,,
065948496,5,0,0,,,,
066850269,5,0,0,,,,
068282569,5,0,0,,,,
068186862,5,0,0,,,,
065946849,5,0,0,,,,
068282120,5,0,0,,,,
068280865,5,0,0,,,,
068282143,5,0,0,,,,
068282080,5,0,0,,,,
068186787,5,0,0,,,,
068281720,5,0,0,,,,
068282609,5,0,0,,,,
065948444,5,0,0,,,,
068281772,5,0,0,,,,
068282114,5,0,0,,,,
068280894,5,0,0,,,,
065948473,5,0,0,,,,
068280030,5,0,0,,,,
065946786,5,0,0,,,,
068186827,5,0,0,,,,
068282575,5,0,0,,,,
068280871,5,0,0,,,,
068186833,5,0,0,,,,
066850252,5,0,0,,,,
073482204,5,7,7,,,,
073482210,5,7,7,,,,
073482279,5,8,8,,,,
073482285,5,9,9,,,,
073482233,5,8,8,,,,
073482256,5,8,8,,,,
073483693,5,7,7,,,,
073483727,5,8,8,,,,
073483744,5,8,8,,,,
073483756,5,8,8,,,,
073483762,5,8,8,,,,
073483779,5,9,9,,,,
073483704,5,7,7,,,,
071656607,5,1,1,,,,
072407153,5,3,3,,,,
072407130,5,3,3,,,,
071656544,5,1,1,,,,
071656613,5,1,1,,,,
071656550,5,1,1,,,,
071656596,5,1,1,,,,
072320254,5,4,4,,,,
072320208,5,4,4,,,,
072320197,5,4,4,,,,
072626930,5,3,3,,,,
072626918,5,3,3,,,,
072626947,5,3,3,,,,
072320237,5,4,4,,,,
072626964,5,3,3,,,,
072320214,5,4,4,,,,
072626976,5,3,3,,,,
071760783,5,2,2,,,,
071760794,5,2,2,,,,
071760800,5,2,2,,,,
071760777,5,2,2,,,,
071760731,5,2,2,,,,
072063092,5,0,0,,,,
072063086,5,0,0,,,,
071656792,5,0,0,,,,
071417989,5,0,0,,,,
071656774,5,0,0,,,,
071656814,5,0,0,,,,
072063063,5,0,0,,,,
071417972,5,0,0,,,,
071418032,5,0,0,,,,
071656786,5,0,0,,,,
071656803,5,0,0,,,,
071656740,5,0,0,,,,
072063074,5,0,0,,,,
071418003,5,0,0,,,,
074314789,5,8,8,,,,
074314766,5,7,7,,,,
074314795,5,8,8,,,,
074314806,5,8,8,,,,
074314754,5,7,7,,,,
074314772,5,7,7,,,,
074314812,5,8,8,,,,
074314829,5,8,8,,,,
074314835,5,9,9,,,,
065790329,5,0,0,,,,
065790312,5,0,0,,,,
066413806,5,0,0,,,,
066413845,5,0,0,,,,
064508299,5,0,0,,,,
064508306,5,0,0,,,,
064508316,5,0,0,,,,
064508339,5,0,0,,,,
064508466,5,0,0,,,,
064508506,5,0,0,,,,
064508529,5,0,0,,,,
064508535,5,0,0,,,,
064508564,5,0,0,,,,
064509914,5,0,0,,,,
064509920,5,0,0,,,,
064509943,5,0,0,,,,
064509956,5,0,0,,,,
066414988,5,0,0,,,,
066414994,5,0,0,,,,
066415002,5,0,0,,,,
066415019,5,0,0,,,,
066415025,5,0,0,,,,
066415031,5,0,0,,,,
066415048,5,0,0,,,,
066415054,5,0,0,,,,
066415077,5,0,0,,,,
066415532,5,0,0,,,,
066415549,5,0,0,,,,
066415555,5,0,0,,,,
066415561,5,0,0,,,,
066415590,5,0,0,,,,
066415601,5,0,0,,,,
066415624,5,0,0,,,,
067836683,5,3,3,,,,
067836700,5,4,4,,,,
067836717,5,4,4,,,,
067836746,5,4,4,,,,
067836752,5,4,4,,,,
067836769,5,4,4,,,,
066413880,5,0,0,,,,
072222342,5,4,4,,,,
072222313,5,4,4,,,,
072222359,5,4,4,,,,
072222296,5,4,4,,,,
072222284,5,4,4,,,,
072222273,5,4,4,,,,
072241273,5,5,5,,,,
072241313,5,5,5,,,,
072241307,5,5,5,,,,
072241296,5,5,5,,,,
072241267,5,5,5,,,,
072241284,5,5,5,,,,
072241324,5,6,6,,,,
072240913,5,6,6,,,,
072240844,5,6,6,,,,
