"ITEM","PROMO_ZONE_ID","SIMPLE_PROMO_RETAIL"
"073037335",5,8.00
"073037364",5,8.00
"073037370",5,8.00
"073037387",5,8.00
"073037427",5,8.00
"073037444",5,8.00
"073049044",5,8.00
"073049062",5,8.00
"073049085",5,8.00
"073049091",5,8.00
"073049119",5,8.00
"073049148",5,8.00
"073049154",5,8.00
"073049194",5,8.00
"073049223",5,8.00
"073050658",5,4.00
"073050710",5,2.00
"073051381",5,9.00
"073051415",5,10.00
"073051484",5,4.00
"073051640",5,3.00
"073051686",5,10.00
"073051703",5,9.00
"073051714",5,9.00
"073051726",5,9.00
"073051749",5,9.00
"073051755",5,9.00
"073051778",5,9.00
"073051784",5,9.00
"073051847",5,9.00
"073559345",5,7.50
"073560072",5,7.50
"073560204",5,6.50
"073560383",5,6.50
"073560434",5,6.50
"073561042",5,6.50
"073561065",5,6.50
"073633401",5,8.00
"073667165",5,8.00
"070723674",6,6.49
"070723674",7,6.49
"070723674",9,6.49
"070741393",6,6.49
"070741393",7,6.49
"070741393",9,6.49
"070741502",6,6.49
"070741502",7,6.49
"070741502",9,6.49
"070741531",6,6.49
"070741531",7,6.49
"070741531",9,6.49
"070780887",6,6.49
"070780887",7,6.49
"070780887",9,6.49
"070780985",6,6.49
"070780985",7,6.49
"070780985",9,6.49
"071199554",6,6.49
"071199554",7,6.49
"071199554",9,6.49
"071199693",6,6.49
"071199693",7,6.49
"071199693",9,6.49
"071206369",6,6.49
"071206369",7,6.49
"071206369",9,6.49
"071206415",6,6.49
"071206415",7,6.49
"071206415",9,6.49
"071206438",6,6.49
"071206438",7,6.49
"071206438",9,6.49
"071206473",6,6.49
"071206473",7,6.49
"071206473",9,6.49
"071206496",6,6.49
"071206496",7,6.49
"071206496",9,6.49
"071206939",6,6.49
"071206939",7,6.49
"071206939",9,6.49
"072172089",6,6.49
"072172089",7,6.49
"072172089",9,6.49
"072172112",6,6.49
"072172112",7,6.49
"072172112",9,6.49
"072172244",6,6.49
"072172244",7,6.49
"072172244",9,6.49
"073035487",6,6.50
"073035487",7,6.50
"073035487",9,6.50
"073035654",6,6.50
"073035654",7,6.50
"073035654",9,6.50
"073035683",6,6.50
"073035683",7,6.50
"073035683",9,6.50
"073035694",6,6.50
"073035694",7,6.50
"073035694",9,6.50
"073036031",6,6.50
"073036031",7,6.50
"073036031",9,6.50
"073036175",6,6.50
"073036175",7,6.50
"073036175",9,6.50
"073036181",6,8.00
"073036181",7,8.00
"073036181",9,8.00
"073036209",6,8.00
"073036209",7,8.00
"073036209",9,8.00
"073036428",6,8.00
"073036428",7,8.00
"073036428",9,8.00
"073036440",6,8.00
"073036440",7,8.00
"073036440",9,8.00
"073037116",6,8.00
"073037116",7,8.00
"073037116",9,8.00
"073037139",6,8.00
"073037139",7,8.00
"073037139",9,8.00
"073037145",6,8.00
"073037145",7,8.00
"073037145",9,8.00
"073037174",6,8.00
"073037174",7,8.00
"073037174",9,8.00
"073037208",6,8.00
"073037208",7,8.00
"073037208",9,8.00
"073037214",6,8.00
"073037214",7,8.00
"073037214",9,8.00
"073037243",6,8.00
"073037243",7,8.00
"073037243",9,8.00
"073037272",6,8.00
"073037272",7,8.00
"073037272",9,8.00
"073037295",6,8.00
"073037295",7,8.00
"073037295",9,8.00
"073037335",6,8.00
"073037335",7,8.00
"073037335",9,8.00
"073037364",6,8.00
"073037364",7,8.00
"073037364",9,8.00
"073037370",6,8.00
"073037370",7,8.00
"073037370",9,8.00
"073037387",6,8.00
"073037387",7,8.00
"073037387",9,8.00
"073037427",6,8.00
"073037427",7,8.00
"073037427",9,8.00
"073037444",6,8.00
"073037444",7,8.00
"073037444",9,8.00
"073049044",6,8.00
"073049044",7,8.00
"073049044",9,8.00
"073049062",6,8.00
"073049062",7,8.00
"073049062",9,8.00
"073049085",6,8.00
"073049085",7,8.00
"073049085",9,8.00
"073049091",6,8.00
"073049091",7,8.00
"073049091",9,8.00
"073049119",6,8.00
"073049119",7,8.00
"073049119",9,8.00
"073049148",6,8.00
"073049148",7,8.00
"073049148",9,8.00
"073049154",6,8.00
"073049154",7,8.00
"073049154",9,8.00
"073049194",6,8.00
"073049194",7,8.00
"073049194",9,8.00
"073049223",6,8.00
"073049223",7,8.00
"073049223",9,8.00
"073050658",6,4.00
"073050658",7,4.00
"073050658",9,4.00
"073050710",6,2.00
"073050710",7,2.00
"073050710",9,2.00
"073051381",6,9.00
"073051381",7,9.00
"073051381",9,9.00
"073051415",6,10.00
"073051415",7,10.00
"073051415",9,10.00
"073051484",6,4.00
"073051484",7,4.00
"073051484",9,4.00
"073051640",6,3.00
"073051640",7,3.00
"073051640",9,3.00
"073051686",6,10.00
"073051686",7,10.00
"073051686",9,10.00
"073051703",6,9.00
"073051703",7,9.00
"073051703",9,9.00
"073051714",6,9.00
"073051714",7,9.00
"073051714",9,9.00
"073051726",6,9.00
"073051726",7,9.00
"073051726",9,9.00
"073051749",6,9.00
"073051749",7,9.00
"073051749",9,9.00
"073051755",6,9.00
"073051755",7,9.00
"073051755",9,9.00
"073051778",6,9.00
"073051778",7,9.00
"073051778",9,9.00
"073051784",6,9.00
"073051784",7,9.00
"073051784",9,9.00
"073051847",6,9.00
"073051847",7,9.00
"073051847",9,9.00
"073559345",6,7.50
"073559345",7,7.50
"073559345",9,7.50
"073560072",6,7.50
"073560072",7,7.50
"073560072",9,7.50
"073560204",6,6.50
"073560204",7,6.50
"073560204",9,6.50
"073560383",6,6.50
"073560383",7,6.50
"073560383",9,6.50
"073560434",6,6.50
"073560434",7,6.50
"073560434",9,6.50
"073561042",6,6.50
"073561042",7,6.50
"073561042",9,6.50
"073561065",6,6.50
"073561065",7,6.50
"073561065",9,6.50
"073633401",6,8.00
"073633401",7,8.00
"073633401",9,8.00
"073667165",6,8.00
"073667165",7,8.00
"073667165",9,8.00
"072395695",13,2.62
"072395695",12,2.49
"066784176",13,4.09
"066784176",12,3.90
"062718226",9,1.95
"062718226-001",6,1.95
"062718226-001",7,1.95
"062718226",5,1.95
"062718226",7,1.95
"062718226",6,1.95
"062718226-001",9,1.95
"062287049",7,2.00
"062287049",5,2.00
"062287049-001",7,2.00
"062287049",6,2.00
"062287049-001",5,2.00
"062718226-001",5,1.95
"062287049",9,2.00
"062287049-001",9,2.00
"062287049-001",6,2.00
"072383415",13,4.00
"072383415",12,4.00
"053067174",13,5.55
"053067174",12,5.29
"053067082",12,5.29
"053067082-001",13,5.24
"053067082-001",12,4.99
"053067082",13,5.55
"065568997",13,2.00
"065568997",12,2.00
"071150825",13,3.50
"071150825",12,3.50
"060857716-001",12,6.49
"060857716",13,6.82
"060857716",12,6.49
"060857716-002",13,6.82
"060857716-002",12,6.49
"060857716-001",13,6.82
"067468346",13,3.00
"067468346",12,3.00
"054384021-001",12,3.00
"054384021",13,3.00
"054384021",12,3.00
"054384021-001",13,3.00
"060923458",13,3.50
"060923458",12,3.50
"067182015",13,5.77
"067182015",12,5.49
"071324044",13,3.00
"071324044",12,3.00
"057253736",13,3.00
"057253736",12,3.00
"071151058",13,3.00
"071151058",12,3.00
"062287049-002",15,2.00
"062287049-001",8,2.00
"062287049",8,2.00
"062287049-001",15,2.00
"062287049-002",8,2.00
"062287049",15,2.00
"055411841",6,4.89
"055411841",9,4.89
"055411841",5,4.00
"070005712",6,4.00
"070005504",7,5.00
"070005504",5,5.00
"070005712",5,4.00
"070005504",6,5.00
"070005504",8,5.00
"070005729",15,4.00
"070005729",9,4.00
"070005729",8,4.00
"070005729",7,4.00
"070005712",15,4.00
"070005712",9,4.00
"070005504",15,5.00
"070005504",9,5.00
"070005729",6,4.00
"070005729",5,4.00
"070005712",7,4.00
"070005712",8,4.00
"070005430",5,4.00
"070005430",15,4.00
"067042464",9,5.99
"072724589",9,129.00
"072724589",6,129.00
"072724589",7,129.00
"072724589",5,129.00
"068025570",12,19.99
"068025570",13,20.99
"070005430",9,4.00
"070005430",8,4.00
"070005430",6,4.00
"070005430",7,4.00
"056539683",13,9.45
"056539683",12,9.00
"067207869",12,8.00
"067207869",13,8.40
"061025235",13,9.45
"061025235",12,9.00
"071035801",9,2.50
"071035801",7,2.50
"065770526",9,2.20
"056857421",9,4.90
"056857421",7,5.15
"065770526",5,2.20
"072512696",7,3.05
"056857421",6,4.90
"056857421",5,4.90
"050911658",9,2.20
"050911658",6,2.20
"050911658",7,2.20
"059079611",9,7.00
"061236164",9,3.00
"062518123",9,3.50
"066646229",9,2.50
"071035041",9,7.00
"071035127",9,7.00
"073426134",9,2.00
"073426140",9,2.00
"073780122",9,24.00
"067599202",9,3.00
"071035219",6,7.00
"071035127",7,7.00
"071035219",5,7.00
"071035219",7,7.00
"073420244",6,3.00
"073420267",6,3.00
"073420267",7,3.00
"073426134",6,2.00
"073426134",7,2.00
"056857104",7,2.50
"056857104",6,2.50
"056857104",9,2.50
"053294987",7,2.00
"053294987",9,2.00
"067594697",7,4.00
"067594697",9,4.00
"067594697",6,4.00
"055943278",5,8.40
"055943278",6,8.40
"060427546",6,4.96
"064669764",6,8.80
"067383503",6,1.92
"067383578",6,5.60
"067383578",9,5.60
"067383578",5,5.60
"067597262",5,3.20
"071940743",7,3.75
"067597262",7,3.20
"067597262",9,3.20
"072604599",9,4.00
"072604599",6,4.00
"055943278",7,8.40
"055943278",9,8.40
"067383503",9,1.92
"067383503",5,1.92
"071940743",5,3.75
"071940743",9,3.75
"072604599",5,4.00
"072604599",7,4.00
"067597262",6,3.20
"071940743",6,3.75
"067383578",7,5.60
"060427562",7,4.96
"060427562",9,4.96
"060427562",5,4.96
"060427562",6,4.96
"060427546",5,4.96
"060427546",7,4.96
"060427546",9,4.96
"064669764",5,8.80
"064669764",7,8.80
"064669764",9,8.80
"067383503",7,1.92
"071035127",6,7.00
"073420244",5,3.00
"071292173",7,3.50
"071035041",6,7.00
"071292173",6,3.50
"056857104",5,2.50
"059079611",6,7.00
"062518123",6,3.50
"066646229",6,2.50
"066675649",6,8.00
"066675649",9,8.00
"070714996",7,2.50
"070714996",6,2.50
"070714996",5,2.50
"070714247",5,6.00
"070714368",9,3.50
"070714368",7,3.50
"070714368",6,3.50
"070714368",5,3.50
"067668069",8,2.00
"070714996",9,2.50
"070714190",7,11.00
"070714190",6,11.00
"070714190",5,11.00
"070714304",9,5.99
"070714304",7,5.99
"070714304",6,5.99
"070714304",5,5.99
"070714190",9,11.00
"073089463",6,1.60
"073089463",7,1.60
"072510681",9,1.60
"072510773",5,1.60
"073089463",5,1.60
"072510681",6,1.60
"072510681",7,1.60
"072510681",5,1.60
"072510773",9,1.60
"072510773",6,1.60
"072510773",7,1.60
"073089463",9,1.60
"070714610",9,4.50
"070714610",7,4.50
"070714610",6,4.50
"070714610",5,4.50
"067668069",15,2.00
"063075536",15,1.00
"070714247",9,6.00
"070714247",7,6.00
"070714247",6,6.00
"072605304",6,2.00
"072605304",5,2.00
"067668069",7,2.00
"055998439",6,2.50
"067668069",9,2.00
"055998439",5,2.50
"067668069",6,2.00
"070714950",7,13.50
"070714950",6,13.50
"070714950",5,13.50
"063075536",8,1.00
"055587338",15,2.90
"055587338",8,2.90
"070714950",9,13.50
"070794122",6,9.00
"070794122",5,9.00
"070794208",9,5.50
"070794208",7,5.50
"070794208",6,5.50
"070794099",7,3.07
"070794099",6,3.07
"070720176",9,5.79
"070720176",7,5.79
"070720176",6,5.79
"070720176",5,5.79
"070719576",7,5.00
"070719576",6,5.00
"070719576",5,5.00
"070719651",7,9.00
"070719622",7,9.00
"070719622",6,9.00
"070716677",9,4.50
"070716677",7,4.50
"070716677",6,4.50
"070716677",5,4.50
"070716746",9,5.00
"070716746",7,5.00
"070716746",6,5.00
"070716746",5,5.00
"070716769",9,2.90
"070719576",9,5.00
"070714040",7,3.50
"070714040",6,3.50
"070709945",9,3.50
"070714420",6,5.00
"070714420",5,5.00
"070709945",7,3.50
"070709945",6,3.50
"070709945",5,3.50
"070713945",9,3.13
"070713945",7,3.13
"070713945",6,3.13
"070713945",5,3.13
"070714011",9,5.50
"070714011",7,5.50
"070714011",6,5.50
"070714011",5,5.50
"070714420",9,5.00
"070714420",7,5.00
"070714040",5,3.50
"070714040",9,3.50
"070714834",9,10.50
"070714834",7,10.50
"070714834",6,10.50
"070714834",5,10.50
"070714875",9,8.00
"070714875",7,8.00
"070714875",6,8.00
"070714875",5,8.00
"054070346",13,2.90
"071292144",13,5.87
"071232222",13,10.07
"071232222",12,9.59
"065777726",12,3.99
"051717590",13,6.25
"071292144",12,5.59
"051717590",12,5.96
"051717590-001",12,5.96
"066676366",13,20.99
"066676366",12,19.99
"063847025",13,6.71
"051717590-001",13,6.25
"063847025",12,6.39
"071232239",13,5.87
"065777726",13,4.19
"058121505",12,4.25
"071035778",12,2.76
"056613819",13,2.74
"074101511",13,2.58
"074101511",12,2.46
"056613819",12,2.61
"062998436-001",12,4.49
"056931143",13,2.48
"062998436",13,4.71
"064291449",13,2.95
"062998436",12,4.49
"064291449",12,2.81
"058121396-001",12,4.11
"071035778",13,2.90
"071232239",12,5.59
"057167844",13,14.94
"056931143",12,2.36
"063903155",13,4.32
"062998481",13,15.74
"074101557",13,2.74
"058121396",12,4.11
"074101557",12,2.61
"058121505",13,4.46
"058121396",13,4.32
"062998436-001",13,4.71
"062998481",12,14.99
"058121396-001",13,4.32
"063903155",12,4.11
"057167844",12,14.23
"063847025",5,3.00
"063847025",9,3.00
"063847025",7,3.00
"057274884",13,9.84
"065777438",13,9.13
"057171101-001",12,8.70
"066710545",13,7.73
"070714915",5,13.50
"070714915",9,13.50
"070714915",7,13.50
"070714915",6,13.50
"070714794",9,4.00
"070714794",7,4.00
"070714794",6,4.00
"070714794",5,4.00
"057274884",12,9.37
"071040921",13,9.13
"071040921",12,8.70
"066708330",12,4.34
"065777438",12,8.70
"051023235",13,10.54
"050394856",13,9.13
"057171101",12,8.70
"066710545",12,7.36
"066708330",13,4.56
"050394856",12,8.70
"057171101",13,9.13
"057171101-001",13,9.13
"051023235",12,10.04
"070719714",7,4.50
"070719714",6,4.50
"070719714",5,4.50
"070719651",6,9.00
"070719651",5,9.00
"070719622",9,9.00
"070719714",9,4.50
"070719708",7,4.50
"070719708",6,4.50
"070719708",5,4.50
"070719622",5,9.00
"070719708",9,4.50
"070719651",9,9.00
"073426128",9,2.50
"071035219",9,7.00
"073420267",9,3.00
"071292173",5,3.50
"071035041",5,7.00
"071292173",9,3.50
"071035041",7,7.00
"073420267",5,3.00
"073420244",7,3.00
"067599202",6,3.00
"073426128",6,2.50
"070794289",5,3.50
"070794364",9,6.00
"070822729",9,3.00
"070822729",7,3.00
"070794364",7,6.00
"070794364",6,6.00
"070794364",5,6.00
"070822666",9,3.20
"070822666",7,3.20
"070716769",7,2.90
"070822712",9,5.50
"070716769",6,2.90
"070822712",7,5.50
"070716769",5,2.90
"070822712",5,5.50
"070824883",9,5.50
"070824883",7,5.50
"070822729",6,3.00
"070822729",5,3.00
"070794289",9,3.50
"070794289",7,3.50
"070794289",6,3.50
"070822666",5,3.20
"070824883",6,5.50
"070824883",5,5.50
"070822787",9,4.50
"070822787",7,4.50
"070822787",6,4.50
"070822787",5,4.50
"070822712",6,5.50
"070822666",6,3.20
"053435476-001",13,7.73
"053435476",13,7.73
"072406119",13,5.26
"072416770",13,5.26
"072416770",12,5.01
"058129324",13,4.11
"050619638-001",12,2.36
"050619638-001",13,2.48
"050619638",12,2.36
"050911666",13,2.48
"050911666",12,2.36
"053435476",12,7.36
"072406119",12,5.01
"050619638",13,2.48
"054070346",12,2.76
"058129324",12,3.91
"071274379",13,4.91
"071274379",12,4.68
"053006103-001",12,4.34
"053006103-003",12,4.34
"053006103-001",13,4.56
"053435476-001",12,7.36
"053006103-002",12,4.34
"053006103-002",13,4.56
"053006103-003",13,4.56
"053006103",13,4.56
"053006103",12,4.34
"070715004",5,18.50
"070715056",9,4.00
"070715056",7,4.00
"070715056",6,4.00
"070715056",5,4.00
"070715062",9,5.00
"070715062",7,5.00
"070715062",6,5.00
"070720204",9,6.50
"070720204",7,6.50
"070720204",6,6.50
"070720204",5,6.50
"070720222",9,3.50
"070720222",7,3.50
"070720222",6,3.50
"070793780",9,6.50
"070793780",7,6.50
"070715062",5,5.00
"070715004",9,18.50
"070715004",7,18.50
"070715004",6,18.50
"070714057",9,6.00
"070714057",7,6.00
"070714057",6,6.00
"070714057",5,6.00
"070720222",5,3.50
"070794099",5,3.07
"070794208",5,5.50
"070793780",6,6.50
"070793780",5,6.50
"070794122",9,9.00
"070794122",7,9.00
"070794099",9,3.07
"070716429",7,4.50
"070716429",6,4.50
"070716429",5,4.50
"070716274",9,5.00
"070716274",7,5.00
"070716274",6,5.00
"070716274",5,5.00
"070716314",9,9.00
"070716314",7,9.00
"070716314",6,9.00
"070716314",5,9.00
"070716389",9,5.50
"070716389",7,5.50
"070716395",9,5.00
"070716389",5,5.50
"070716654",9,7.00
"070716654",7,7.00
"070716654",6,7.00
"070716395",5,5.00
"070716389",6,5.50
"070716458",5,7.00
"070716458",9,7.00
"070716458",7,7.00
"070716458",6,7.00
"070716654",5,7.00
"070716429",9,4.50
"070719806",6,5.50
"070719806",5,5.50
"070719864",9,3.50
"070719864",7,3.50
"070719864",6,3.50
"070719956",9,10.50
"070719956",7,10.50
"070719956",6,10.50
"070719956",5,10.50
"070720101",6,4.50
"070720101",5,4.50
"070719806",9,5.50
"070719806",7,5.50
"070720061",9,6.50
"070720061",7,6.50
"070720101",7,4.50
"070720014",7,3.50
"070720014",6,3.50
"070720014",5,3.50
"070719766",9,3.50
"070719766",7,3.50
"070719766",6,3.50
"070719766",5,3.50
"070720061",6,6.50
"070720061",5,6.50
"070719864",5,3.50
"070720101",9,4.50
"070720014",9,3.50
"052741950",5,3.50
"052741950",9,3.50
"050911658",5,2.20
"071035801",6,2.50
"071035801",5,2.50
"065770526",6,2.20
"065770526",7,2.20
"055771189",7,3.20
"072512696",6,2.90
"072512696",5,2.90
"055771189",5,3.20
"055771189",6,3.20
"055771189",9,3.20
"072512696",9,2.90
"059318828",5,2.50
"059318828",7,2.50
"059318828",6,2.50
"059318828",9,2.50
"056502980",9,2.00
"056502980",7,2.00
"056502980",5,2.00
"056502980",6,2.00
"051597033",9,3.00
"071931754",6,25.00
"071766166",5,15.00
"071931754",9,25.00
"070667792",6,3.00
"051398902",9,7.00
"051425105",5,6.00
"051425105",9,6.00
"057488769",9,13.00
"058523335",5,3.00
"059650810",5,3.00
"059650810",9,3.00
"070665045",9,3.00
"070667792",9,3.00
"050334577",9,11.00
"073780289",7,19.00
"070665045",6,3.00
"072525709",9,11.00
"070667792",5,3.00
"071931754",7,25.00
"071931754",5,25.00
"072525709",6,11.00
"072525709",5,11.00
"072525709",7,11.00
"071766166",9,15.00
"070667792",7,3.00
"071766166",7,15.00
"071766166",6,15.00
"058523335",9,3.00
"070665045",7,3.00
"070665045",5,3.00
"073780289",9,19.00
"050334577",5,11.00
"073780289",5,19.00
"073780289",6,19.00
"050334577",7,11.00
"050334577",6,11.00
"051597033",7,3.00
"051597033",6,3.00
"051597033",5,3.00
"052741950",7,3.50
"052741950",6,3.50
"066649981",12,7.99
"066649353",13,8.60
"066648567",13,8.39
"057588568",12,1.99
"066648567",12,7.99
"060361569",13,2.09
"060361569",12,1.99
"060361667",12,1.99
"060361644",13,2.09
"060361621",12,1.99
"060361644",12,1.99
"060361615",13,2.09
"057588568",13,2.09
"060361667",13,2.09
"060361621",13,2.09
"066649353",12,8.19
"066649981",13,8.39
"055771189",13,4.08
"055771189",12,3.89
"050911658",13,3.14
"050911658",12,2.99
"071035801",13,3.14
"071035801",12,2.99
"065770526",13,4.19
"065770526",12,3.99
"056857421",13,7.82
"056857421",12,7.45
"060361615",12,1.99
"067668069",5,2.00
"055998439",7,2.50
"055998439",9,2.50
"072605304",7,2.00
"072605304",9,2.00
"064673862",7,10.00
"064673862",9,10.00
"066695696",6,10.00
"064673361",5,10.00
"064673361",6,10.00
"064673862",5,10.00
"064673862",6,10.00
"071232815",6,1.00
"059647515",13,1.04
"059647515",12,0.99
"057580058",13,1.04
"059647567",13,1.04
"065158706",13,1.04
"065158706",12,0.99
"065158699",13,1.04
"065158699",12,0.99
"059647567",12,0.99
"057580058",12,0.99
"073471223",12,5.24
"073471223",13,5.50
"073425567",13,5.50
"073425878",12,5.24
"073425901",13,5.50
"057169978",12,7.86
"057169978",13,8.25
"071232562",13,8.25
"067598163",12,9.36
"067598163",13,9.83
"071292173",12,4.49
"051009869",13,3.03
"051269353",13,4.13
"064673361",7,10.00
"064673361",9,10.00
"066695696",9,10.00
"071232815",7,1.00
"071232815",9,1.00
"066695696",5,10.00
"071232815",5,1.00
"066695696",7,10.00
"056558032",9,2.00
"056558032",7,2.00
"056558032",5,2.00
"056558032",6,2.00
"055587338",6,2.90
"050112840-001",5,1.00
"050112840-001",6,1.00
"050112840",6,1.00
"050112840",9,1.00
"063075536",5,1.00
"050112840",5,1.00
"050112840-001",7,1.00
"050112840",7,1.00
"067636292",5,7.50
"067636827",6,7.50
"055587338",9,2.90
"055587338",5,2.90
"067636292",6,7.50
"067636292",7,7.50
"067636292",9,7.50
"067636827",7,7.50
"067636827",9,7.50
"050112840-001",9,1.00
"063075536",9,1.00
"063075536",7,1.00
"055587338",7,2.90
"067636827",5,7.50
"063075536",6,1.00
"063903155",6,3.00
"063903155",9,3.00
"063903155",5,3.00
"063903155",7,3.00
"064025167",9,16.20
"073088809",7,1.85
"073088809",6,1.85
"073088809",5,1.85
"073088809",9,1.85
"073089198",6,1.35
"073089198",7,1.35
"073089198",5,1.35
"073089198",9,1.35
"062703779",6,26.55
"062703779",5,26.55
"062703779",9,26.55
"062703779",7,26.55
"073446156",6,1.85
"073446156",5,1.85
"073446156",9,1.85
"073088896",6,2.50
"073088896",7,2.50
"073088896",5,2.50
"073088896",9,2.50
"062703710",7,26.55
"062703710",6,26.55
"062703710",9,26.55
"073105474",7,1.40
"073105474",6,1.40
"073105474",5,1.40
"073105474",9,1.40
"073446156",7,1.85
"062703710",5,26.55
"052741988",7,3.32
"052741988",6,3.32
"052741988",5,3.32
"052741988",9,3.32
"071232239",6,3.32
"071232239",7,3.32
"071232239",9,3.32
"071232239",5,3.32
"071292144",6,3.66
"064862114-001",5,1.00
"064862114-001",6,1.00
"064862114",6,1.00
"070808269",9,4.00
"070808269",7,4.00
"070808269",5,4.00
"070808269",6,4.00
"070770634",6,14.50
"070770634",5,14.50
"070770634",7,14.50
"070770634",9,14.50
"070770605",6,5.00
"070770605",5,5.00
"070770605",7,5.00
"070770605",9,5.00
"064862114-001",7,1.00
"064862114",5,1.00
"064862114",9,1.00
"064862114",7,1.00
"064862114-001",9,1.00
"070770162",7,5.50
"070770674",9,9.00
"070770674",5,9.00
"070770674",6,9.00
"070770674",7,9.00
"070770162",6,5.50
"070770162",9,5.50
"070770162",5,5.50
"063963457",6,2.10
"063963457",5,2.10
"063963457-001",6,2.10
"063963457-001",5,2.10
"063963457",9,2.10
"063963457",7,2.10
"063963457-001",7,2.10
"071292144",9,3.66
"071292144",5,3.66
"071292144",7,3.66
"051398902",7,7.00
"051398902",6,7.00
"051398902",5,7.00
"051425105",7,6.00
"051425105",6,6.00
"057488769",7,13.00
"057488769",6,13.00
"057488769",5,13.00
"058523335",7,3.00
"058523335",6,3.00
"059650810",7,3.00
"059650810",6,3.00
"059318828",8,2.50
"070852941",7,4.00
"061236164",15,3.00
"073425567",12,5.24
"073425878",13,5.50
"073425901",12,5.24
"051269353",12,3.93
"065158706",15,0.49
"065158706",8,0.49
"065158699",15,0.49
"065158699",8,0.49
"059647567",15,0.51
"059647567",8,0.51
"059079611",8,7.00
"061236164",8,3.00
"059318828",15,2.50
"056577429",15,3.54
"056577429",8,3.54
"070770732",7,28.00
"070770732",9,28.00
"070770732",5,28.00
"070770732",6,28.00
"070823141",9,4.00
"070823141",5,4.00
"070823141",6,4.00
"070823141",7,4.00
"070808223",9,4.00
"070808223",5,4.00
"070808223",6,4.00
"070808223",7,4.00
"060361713",6,5.32
"063770040",8,4.91
"063770040",15,4.91
"060361726",5,5.32
"051380364",6,3.96
"056560086",9,3.96
"060361726",6,5.32
"064291046",5,5.32
"060361726",7,5.32
"060361713",7,5.32
"060361713",9,5.32
"060361726",9,5.32
"056560086",6,3.96
"051380358",7,3.96
"051380358",5,3.96
"051380358",6,3.96
"051380364",7,3.96
"064291046",6,5.32
"051380358",9,3.96
"056560086",7,3.96
"051380364",5,3.96
"051380364",9,3.96
"056560086",5,3.96
"060361713",5,5.32
"071830292",5,3.96
"064291046",7,5.32
"064291046",9,5.32
"071830292",6,3.96
"071830292",7,3.96
"071830292",9,3.96
"057169978",7,4.50
"057169978",9,4.50
"057169978",6,4.50
"067594697",5,4.00
"053294987",5,2.00
"053294987",6,2.00
"057169978",5,4.50
"073088867",9,2.50
"073089238",6,1.35
"073089238",7,1.35
"073089238",5,1.35
"073089238",9,1.35
"073446162",6,1.35
"073446162",7,1.35
"073446162",5,1.35
"073446162",9,1.35
"062704225",6,1.40
"062704225",5,1.40
"062704225",9,1.40
"064024646",7,1.40
"064024646",6,1.40
"064024646",5,1.40
"064024646",9,1.40
"073088867",6,2.50
"073088867",7,2.50
"073088867",5,2.50
"063963457-001",9,2.10
"072807808",7,16.20
"072807808",6,16.20
"072807808",5,16.20
"072807808",9,16.20
"072807872",7,16.20
"072807872",6,16.20
"072807872",5,16.20
"072807872",9,16.20
"073088821",7,1.85
"073088821",9,1.85
"073088821",6,1.85
"073088821",5,1.85
"062704225",7,1.40
"063770040",9,4.50
"063770040",5,4.50
"063770040",6,4.50
"063770040",7,4.50
"070808217",9,2.50
"070808217",5,2.50
"070808217",6,2.50
"070808217",7,2.50
"073417698",5,1.10
"073417698",7,1.10
"073417669",7,1.10
"073417669",9,1.10
"073417669",5,1.10
"073417669",6,1.10
"073417698",9,1.10
"073417698",6,1.10
"070852941",9,4.00
"070852941",5,4.00
"070852941",6,4.00
"059079611",15,7.00
"071232562",12,7.86
"050926418",13,3.27
"051009852",13,3.27
"073420244",12,4.49
"051009869",12,2.88
"071292173",13,4.71
"073420244",13,4.71
"050926418",12,3.11
"051009852",12,3.11
"070770507",6,5.00
"070770536",9,14.50
"070770536",6,14.50
"070770536",5,14.50
"070770536",7,14.50
"070770507",5,5.00
"070770507",7,5.00
"070770507",9,5.00
"063878512",5,2.10
"063878512",9,2.10
"063878512",7,2.10
"063878512-001",7,2.10
"063878512-001",5,2.10
"063878512",6,2.10
"063878512-001",9,2.10
"063878512-001",6,2.10
"064025167",7,16.20
"064025167",6,16.20
"064025167",5,16.20
"061999752",7,1.50
"061999752",6,1.50
"061999752",5,1.50
"061999752",9,1.50
"062703896",7,16.20
"062703896",6,16.20
"062703896",5,16.20
"062703896",9,16.20
"059647515",9,0.54
"059647515",6,0.54
"059647515",7,0.57
"057580058",9,0.54
"051403158",5,0.62
"051403143",7,0.62
"051403143",6,0.62
"050471863",7,0.62
"050471863",5,0.62
"051403143",5,0.62
"050471863",6,0.62
"051403158",9,0.62
"051403158",6,0.62
"051403158",7,0.65
"051403143",9,0.62
"050471863",9,0.62
"072536420",5,4.07
"072536420",7,4.07
"072536420",9,4.07
"072536420",6,4.07
"065158706",5,0.47
"059647567",5,0.47
"065158699",5,0.47
"059647567",7,0.49
"059647567",6,0.47
"065158706",9,0.47
"065158706",6,0.47
"065158706",7,0.49
"065158699",9,0.47
"065158699",6,0.47
"065158699",7,0.49
"059647567",9,0.47
"057588568",6,1.55
"057588568",7,1.63
"060361667",9,1.55
"060361621",9,1.55
"060361569",9,1.55
"060361569",6,1.55
"060361569",7,1.63
"060361569",5,1.55
"059647515",5,0.54
"057580058",5,0.54
"057580058",6,0.54
"057580058",7,0.57
"066675649",5,8.00
"067599202",5,3.00
